"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Alt Text","Gift Card","Google Shopping / MPN","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","SEO Title","SEO Description","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit"
"TW2W73800","Timex Deepwater Reef 200 TW2W73800 Montre Hommes Automatique","<p><b>Timex Deepwater Reef 200 TW2W73800 Montre Hommes Automatique Montre Plonge&eacute;</b></p>  <ul>      <li>Bo&icirc;tier en titan, gris, mat</li>      <li>Bracelet en caoutchouc, noir, boucle ardillon</li>      <li>Lunette tournante</li>      <li>Verre de saphir</li>      <li>Mouvement automatique, levage par mouvement</li>      <li>Affichage de la date</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran noir</li>      <li>200 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 12 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Deepwater Reef 200 TW2W73800 Montre Hommes Automatique","FALSE","","","","","","","TW2W73800","","shopify","0","deny","manual","192.00","","TRUE","FALSE","194366364095","https://shop.heinrichssohn.de/images/product_images/original_images/TW2W73800.jpg","Timex Deepwater Reef 200 TW2W73800 Montre Hommes Automatique","","","","","","Timex Deepwater Reef 200 TW2W73800 Montre Hommes Automatique","Timex Deepwater Reef 200 TW2W73800 Montre Hommes Automatique","","","","","","","","","","",""
"TW2U82100","Timex Essex Avenue TW2U82100 Montre Hommes","<p><b>Timex Essex Avenue TW2U82100 Montre Hommes Multifonctionnel</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, polies / mat</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de jour, Affichage de la date</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran noir</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 46 mm</li>      <li>Taille du bo&icirc;tier d'environ 11 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Essex Avenue TW2U82100 Montre Hommes","FALSE","","","","","","","TW2U82100","","shopify","0","deny","manual","29.80","","TRUE","FALSE","194366111675","https://shop.heinrichssohn.de/images/product_images/original_images/TW2U82100.jpg","Timex Essex Avenue TW2U82100 Montre Hommes","","","","","","Timex Essex Avenue TW2U82100 Montre Hommes","Timex Essex Avenue TW2U82100 Montre Hommes","","","","","","","","","","",""
"TW2W53000","Timex Expedition North GMT TW2W53000 Montre Hommes Automatique","<p><b>Timex Expedition North GMT TW2W53000 Montre Hommes Automatique Montre Plonge&eacute;</b></p>  <ul>      <li>Bo&icirc;tier en titan, rev&ecirc;tement gris, mat</li>      <li>Bracelet en caoutchouc, noir, boucle ardillon</li>      <li>Verre de saphir</li>      <li>Mouvement automatique, levage par mouvement et manuel</li>      <li>Fond en verre</li>      <li>Affichage de la date, Deuxi&egrave;me fuseau horaire GMT</li>      <li>Couleur du cadran noir</li>      <li>200 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 12 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Expedition North GMT TW2W53000 Montre Hommes Automatique","FALSE","","","","","","","TW2W53000","","shopify","0","deny","manual","218.00","","TRUE","FALSE","194366361483","https://shop.heinrichssohn.de/images/product_images/original_images/TW2W53000.jpg","Timex Expedition North GMT TW2W53000 Montre Hommes Automatique","","","","","","Timex Expedition North GMT TW2W53000 Montre Hommes Automatique","Timex Expedition North GMT TW2W53000 Montre Hommes Automatique","","","","","","","","","","",""
"TW4B09600","Timex Expedition TW4B09600 Montre Femmes","<p><b>Timex Expedition TW4B09600 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en plastique, bleu, mat</li>      <li>Bracelet en nylon, bleu, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de la date</li>      <li>&Eacute;clairage du cadran Indiglo</li>      <li>50 metres Water Resistant</li>      <li>Couleur du cadran bleu</li>      <li>Largeur du bo&icirc;tier ca. 37 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Timex","Montres Marque","Timex Expedition TW4B09600 Montre Femmes","FALSE","","","","","","","TW4B09600","","shopify","0","deny","manual","26.30","","TRUE","FALSE","753048897933","https://shop.heinrichssohn.de/images/product_images/original_images/TW4B09600.jpg","Timex Expedition TW4B09600 Montre Femmes","","","","","","Timex Expedition TW4B09600 Montre Femmes","Timex Expedition TW4B09600 Montre Femmes","","","","","","","","","","",""
"TW5K90800","Timex Ironman Classic 30 TW5K90800 Montre Hommes Chronographe","<p><b>Timex Ironman Classic 30 TW5K90800 Montre Hommes Chronographe Montre le sport</b></p>  <ul>      <li>Bo&icirc;tier en plastique, noir / gris, mat</li>      <li>Bracelet en nylon, noir, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage num&eacute;rique</li>      <li>Affichage de jour, Affichage de la date</li>      <li>3 fuseaux horaires</li>      <li>M&eacute;moire de 30 tours</li>      <li>Fonction alarme</li>      <li>Fonction chronographe</li>      <li>Countdown timer</li>      <li>Indiglo night-light</li>      <li>10 metres Water Resistant</li>      <li>Couleur du cadran gris</li>      <li>Largeur du bo&icirc;tier environ 43 mm</li>      <li>Hauteur du bo&icirc;tier environ 13 mm</li>  </ul>  <p>Livr&eacute; avec manuel et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Ironman Classic 30 TW5K90800 Montre Hommes Chronographe","FALSE","","","","","","","TW5K90800","","shopify","0","deny","manual","24.80","","TRUE","FALSE","753048568000","https://shop.heinrichssohn.de/images/product_images/original_images/TW5K90800.jpg","Timex Ironman Classic 30 TW5K90800 Montre Hommes Chronographe","","","","","","Timex Ironman Classic 30 TW5K90800 Montre Hommes Chronographe","Timex Ironman Classic 30 TW5K90800 Montre Hommes Chronographe","","","","","","","","","","",""
"TW2W58800","Timex Marlin TW2W58800 Montre Hommes Automatique","<p><b>Timex Marlin TW2W58800 Montre Hommes Automatique</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, fermoir d&eacute;ployante</li>      <li>Mouvement automatique, levage par mouvement</li>      <li>Fond en verre</li>      <li>Affichage de la date, Affichage de 24 heures</li>      <li>Couleur du cadran noir / argent</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 39 mm</li>      <li>Taille du bo&icirc;tier d'environ 12 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Marlin TW2W58800 Montre Hommes Automatique","FALSE","","","","","","","TW2W58800","","shopify","0","deny","manual","128.00","","TRUE","FALSE","194366344202","https://shop.heinrichssohn.de/images/product_images/original_images/TW2W58800.jpg","Timex Marlin TW2W58800 Montre Hommes Automatique","","","","","","Timex Marlin TW2W58800 Montre Hommes Automatique","Timex Marlin TW2W58800 Montre Hommes Automatique","","","","","","","","","","",""
"TW2T88400","Timex Model 23 TW2T88400 Montre Femmes","<p><b>Timex Model 23 TW2T88400 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en cuir, pink, boucle ardillon</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Petite seconde</li>      <li>50 metres Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 33 mm</li>      <li>Hauteur du bo&icirc;tier ca. 9 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Model 23 TW2T88400 Montre Femmes","FALSE","","","","","","","TW2T88400","","shopify","0","deny","manual","38.60","","TRUE","FALSE","194366016109","https://shop.heinrichssohn.de/images/product_images/original_images/TW2T88400.jpg","Timex Model 23 TW2T88400 Montre Femmes","","","","","","Timex Model 23 TW2T88400 Montre Femmes","Timex Model 23 TW2T88400 Montre Femmes","","","","","","","","","","",""
"TW2T88500","Timex Model 23 TW2T88500 Montre Femmes","<p><b>Timex Model 23 TW2T88500 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, fermoir d&eacute;ployante</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Petite seconde</li>      <li>50 metres Water Resistant</li>      <li>Couleur du cadran or rose</li>      <li>Largeur du bo&icirc;tier ca. 33 mm</li>      <li>Hauteur du bo&icirc;tier ca. 9 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Model 23 TW2T88500 Montre Femmes","FALSE","","","","","","","TW2T88500","","shopify","0","deny","manual","46.80","","TRUE","FALSE","194366016116","https://shop.heinrichssohn.de/images/product_images/original_images/TW2T88500.jpg","Timex Model 23 TW2T88500 Montre Femmes","","","","","","Timex Model 23 TW2T88500 Montre Femmes","Timex Model 23 TW2T88500 Montre Femmes","","","","","","","","","","",""
"TW2U61200","Timex Q Reissue TW2U61200 Montre Hommes","<p><b>Timex Q Reissue TW2U61200 Montre Hommes Multifonctionnel</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent / rouge / bleu, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, fermeture &agrave; rabat</li>      <li>Lunette tournante</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de jour, Affichage de la date</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran blanc</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 38 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Q Reissue TW2U61200 Montre Hommes","FALSE","","","","","","","TW2U61200","","shopify","0","deny","manual","68.00","","TRUE","FALSE","194366093186","https://shop.heinrichssohn.de/images/product_images/original_images/TW2U61200.jpg","Timex Q Reissue TW2U61200 Montre Hommes","","","","","","Timex Q Reissue TW2U61200 Montre Hommes","Timex Q Reissue TW2U61200 Montre Hommes","","","","","","","","","","",""
"TW2U95600","Timex Q Reissue TW2U95600 Montre Femmes","<p><b>Timex Q Reissue TW2U95600 Montre Femmes Multifonctionnel</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent / or rose, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, fermeture &agrave; rabat</li>      <li>Lunette tournante</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de jour, Affichage de la date</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran blanc</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 36 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Q Reissue TW2U95600 Montre Femmes","FALSE","","","","","","","TW2U95600","","shopify","0","deny","manual","68.00","","TRUE","FALSE","194366135794","https://shop.heinrichssohn.de/images/product_images/original_images/TW2U95600.jpg","Timex Q Reissue TW2U95600 Montre Femmes","","","","","","Timex Q Reissue TW2U95600 Montre Femmes","Timex Q Reissue TW2U95600 Montre Femmes","","","","","","","","","","",""
"TW2V18300","Timex Q Reissue TW2V18300 Montre Hommes","<p><b>Timex Q Reissue TW2V18300 Montre Hommes Multifonctionnel</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, fermeture &agrave; rabat</li>      <li>Lunette tournante</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de jour, Affichage de la date</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran bleu</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 38 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Q Reissue TW2V18300 Montre Hommes","FALSE","","","","","","","TW2V18300","","shopify","0","deny","manual","68.00","","TRUE","FALSE","194366165142","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V18300.jpg","Timex Q Reissue TW2V18300 Montre Hommes","","","","","","Timex Q Reissue TW2V18300 Montre Hommes","Timex Q Reissue TW2V18300 Montre Hommes","","","","","","","","","","",""
"TW2V18500","Timex Q Reissue TW2V18500 Montre Hommes","<p><b>Timex Q Reissue TW2V18500 Montre Hommes Multifonctionnel</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent et or / noir, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat, fermeture &agrave; rabat</li>      <li>Lunette tournante</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de jour, Affichage de la date</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran noir</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 38 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex Q Reissue TW2V18500 Montre Hommes","FALSE","","","","","","","TW2V18500","","shopify","0","deny","manual","71.00","","TRUE","FALSE","194366165166","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V18500.jpg","Timex Q Reissue TW2V18500 Montre Hommes","","","","","","Timex Q Reissue TW2V18500 Montre Hommes","Timex Q Reissue TW2V18500 Montre Hommes","","","","","","","","","","",""
"TW2V56000","Timex UFC Athena TW2V56000 Montre Hommes","<p><b>Timex UFC Athena TW2V56000 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, polies / mat</li>      <li>Bracelet en silicone, noir, boucle ardillon</li>      <li>Verre min&eacute;ral durci</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Cadran serti de pierres</li>      <li>Couleur du cadran gris</li>      <li>30 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 9 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Athena TW2V56000 Montre Hommes","FALSE","","","","","","","TW2V56000","","shopify","0","deny","manual","44.10","","TRUE","FALSE","194366232233","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V56000.jpg","Timex UFC Athena TW2V56000 Montre Hommes","","","","","","Timex UFC Athena TW2V56000 Montre Hommes","Timex UFC Athena TW2V56000 Montre Hommes","","","","","","","","","","",""
"TW2V56100","Timex UFC Athena TW2V56100 Montre Hommes","<p><b>Timex UFC Athena TW2V56100 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat</li>      <li>Bracelet en silicone, noir, boucle ardillon</li>      <li>Verre min&eacute;ral durci</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Cadran sert de pierres</li>      <li>Couleur du cadran gris</li>      <li>30 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 9 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Athena TW2V56100 Montre Hommes","FALSE","","","","","","","TW2V56100","","shopify","0","deny","manual","44.10","","TRUE","FALSE","194366232240","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V56100.jpg","Timex UFC Athena TW2V56100 Montre Hommes","","","","","","Timex UFC Athena TW2V56100 Montre Hommes","Timex UFC Athena TW2V56100 Montre Hommes","","","","","","","","","","",""
"TW2V55500","Timex UFC Championship TW2V55500 Montre Femmes","<p><b>Timex UFC Championship TW2V55500 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, polies, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Bo&icirc;tier serti de pierres</li>      <li>Couleur du cadran noir</li>      <li>Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 19 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Championship TW2V55500 Montre Femmes","TRUE","","","","","","","TW2V55500","","shopify","1","deny","manual","128.00","","TRUE","FALSE","194366232110","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V55500.jpg","Timex UFC Championship TW2V55500 Montre Femmes","","","","","","Timex UFC Championship TW2V55500 Montre Femmes","Timex UFC Championship TW2V55500 Montre Femmes","","","","","","","","","","",""
"TW2V56600","Timex UFC Debut TW2V56600 Montre Hommes","<p><b>Timex UFC Debut TW2V56600 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, fermoir d&eacute;ployante</li>      <li>Verre min&eacute;ral durci</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran vert</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Debut TW2V56600 Montre Hommes","FALSE","","","","","","","TW2V56600","","shopify","0","deny","manual","62.30","","TRUE","FALSE","194366232295","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V56600.jpg","Timex UFC Debut TW2V56600 Montre Hommes","","","","","","Timex UFC Debut TW2V56600 Montre Hommes","Timex UFC Debut TW2V56600 Montre Hommes","","","","","","","","","","",""
"TW2V56700","Timex UFC Debut TW2V56700 Montre Hommes","<p><b>Timex UFC Debut TW2V56700 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat, fermoir d&eacute;ployante</li>      <li>Verre min&eacute;ral durci</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran noir</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Debut TW2V56700 Montre Hommes","FALSE","","","","","","","TW2V56700","","shopify","0","deny","manual","62.30","","TRUE","FALSE","194366232301","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V56700.jpg","Timex UFC Debut TW2V56700 Montre Hommes","","","","","","Timex UFC Debut TW2V56700 Montre Hommes","Timex UFC Debut TW2V56700 Montre Hommes","","","","","","","","","","",""
"TW2V56800","Timex UFC Debut TW2V56800 Montre Hommes","<p><b>Timex UFC Debut TW2V56800 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement noir, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement noir, polies / mat, fermoir d&eacute;ployante</li>      <li>Verre min&eacute;ral durci</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran noir</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Debut TW2V56800 Montre Hommes","FALSE","","","","","","","TW2V56800","","shopify","0","deny","manual","72.60","","TRUE","FALSE","194366232318","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V56800.jpg","Timex UFC Debut TW2V56800 Montre Hommes","","","","","","Timex UFC Debut TW2V56800 Montre Hommes","Timex UFC Debut TW2V56800 Montre Hommes","","","","","","","","","","",""
"TW2V58400","Timex UFC Debut TW2V58400 Montre Hommes","<p><b>Timex UFC Debut TW2V58400 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat, fermoir d&eacute;ployante</li>      <li>Verre min&eacute;ral durci</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Les mains et les chiffres lumineux</li>      <li>Couleur du cadran bleu</li>      <li>50 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Debut TW2V58400 Montre Hommes","FALSE","","","","","","","TW2V58400","","shopify","0","deny","manual","62.30","","TRUE","FALSE","194366232356","https://shop.heinrichssohn.de/images/product_images/original_images/TW2V58400.jpg","Timex UFC Debut TW2V58400 Montre Hommes","","","","","","Timex UFC Debut TW2V58400 Montre Hommes","Timex UFC Debut TW2V58400 Montre Hommes","","","","","","","","","","",""
"TW5M52800","Timex UFC Impact TW5M52800 Montre Hommes Chronographe","<p><b>Timex UFC Impact TW5M52800 Montre Hommes Chronographe</b></p>  <ul>      <li>Bo&icirc;tier en plastique, noir / gris, mat</li>      <li>Bracelet en plastique, noir, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage num&eacute;rique et affichage analogique (double fuseau horaire)</li>      <li>Affichage de jour, Affichage de la date</li>      <li>Fonction de alarme</li>      <li>Fonction chronographe</li>      <li>Indiglo light</li>      <li>50 Metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 48 mm</li>      <li>Taille du bo&icirc;tier d'environ 16 mm</li>  </ul>  <p>Livr&eacute; avec manuel et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Impact TW5M52800 Montre Hommes Chronographe","FALSE","","","","","","","TW5M52800","","shopify","0","deny","manual","54.50","","TRUE","FALSE","194366232509","https://shop.heinrichssohn.de/images/product_images/original_images/TW5M52800.jpg","Timex UFC Impact TW5M52800 Montre Hommes Chronographe","","","","","","Timex UFC Impact TW5M52800 Montre Hommes Chronographe","Timex UFC Impact TW5M52800 Montre Hommes Chronographe","","","","","","","","","","",""
"TW5M52900","Timex UFC Impact TW5M52900 Montre Hommes Chronographe","<p><b>Timex UFC Impact TW5M52900 Montre Hommes Chronographe</b></p>  <ul>      <li>Bo&icirc;tier en plastique, noir / olive, mat</li>      <li>Bracelet en plastique, olive, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage num&eacute;rique et affichage analogique (double fuseau horaire)</li>      <li>Affichage de jour, Affichage de la date</li>      <li>Fonction de alarme</li>      <li>Fonction chronographe</li>      <li>Indiglo light</li>      <li>50 Metres Water Resistant</li>      <li>Largeur du bo&icirc;tier ca. 48 mm</li>      <li>Taille du bo&icirc;tier d'environ 16 mm</li>  </ul>  <p>Livr&eacute; avec manuel et la bo&icirc;te.</p>","Timex","Montres Marque","Timex UFC Impact TW5M52900 Montre Hommes Chronographe","FALSE","","","","","","","TW5M52900","","shopify","0","deny","manual","54.00","","TRUE","FALSE","194366232516","https://shop.heinrichssohn.de/images/product_images/original_images/TW5M52900.jpg","Timex UFC Impact TW5M52900 Montre Hommes Chronographe","","","","","","Timex UFC Impact TW5M52900 Montre Hommes Chronographe","Timex UFC Impact TW5M52900 Montre Hommes Chronographe","","","","","","","","","","",""
"1791310","Tommy Hilfiger Alden 1791310 Montre Hommes","<p><b>Tommy Hilfiger Alden 1791310 Montre Hommes Multifonctionnel</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable,  rev&ecirc;tement noir, polies</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de jour, Affichage de la date</li>      <li>5 ATM Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier ca. 44 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et la bo&icirc;te.</b></p>","Tommy Hilfiger","Montres Marque","Tommy Hilfiger Alden 1791310 Montre Hommes","FALSE","","","","","","","1791310","","shopify","0","deny","manual","59.60","","TRUE","FALSE","7613272220477","https://shop.heinrichssohn.de/images/product_images/original_images/1791310.jpg","Tommy Hilfiger Alden 1791310 Montre Hommes","","","","","","Tommy Hilfiger Alden 1791310 Montre Hommes","Tommy Hilfiger Alden 1791310 Montre Hommes","","","","","","","","","","",""
